,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
100,"('take',)",2642.0,"('rolls', 'good')",322,"('good', 'service', 'good')",53.0
101,"('said',)",2612.0,"('sushi', 'chefs')",320,"('miso', 'soup', 'good')",53.0
102,"('thai',)",2600.0,"('raw', 'fish')",320,"('food', 'good', 'great')",53.0
103,"('never',)",2598.0,"('quality', 'sushi')",318,"('ordered', 'spicy', 'tuna')",52.0
104,"('took',)",2584.0,"('food', 'ok')",315,"('next', 'time', 'im')",52.0
105,"('going',)",2579.0,"('roll', 'good')",315,"('probably', 'come', 'back')",52.0
106,"('friendly',)",2560.0,"('ive', 'never')",314,"('3', 'stars', 'food')",52.0
107,"('places',)",2545.0,"('dont', 'like')",314,"('sweet', 'sour', 'chicken')",52.0
108,"('flavor',)",2543.0,"('really', 'nice')",311,"('decided', 'give', 'try')",52.0
109,"('wait',)",2540.0,"('seemed', 'like')",311,"('service', 'bit', 'slow')",52.0
110,"('sure',)",2529.0,"('dont', 'get')",307,"('wanted', 'like', 'place')",52.0
111,"('probably',)",2509.0,"('second', 'time')",305,"('great', 'happy', 'hour')",51.0
112,"('around',)",2481.0,"('fish', 'fresh')",303,"('many', 'sushi', 'places')",51.0
113,"('hour',)",2456.0,"('didnt', 'get')",303,"('salad', 'ginger', 'dressing')",50.0
114,"('ramen',)",2417.0,"('came', 'back')",302,"('good', 'happy', 'hour')",50.0
115,"('love',)",2410.0,"('youre', 'looking')",297,"('let', 'start', 'saying')",50.0
116,"('something',)",2385.0,"('30', 'minutes')",297,"('wouldnt', 'come', 'back')",49.0
117,"('tempura',)",2376.0,"('decent', 'sushi')",296,"('give', 'place', 'try')",49.0
118,"('maybe',)",2339.0,"('food', 'decent')",295,"('3', 'stars', 'service')",49.0
119,"('average',)",2329.0,"('roll', 'spicy')",295,"('way', 'much', 'rice')",49.0
120,"('okay',)",2317.0,"('get', 'sushi')",292,"('good', 'food', 'good')",49.0
121,"('waitress',)",2312.0,"('looked', 'like')",287,"('good', 'sushi', 'good')",48.0
122,"('tasted',)",2311.0,"('seems', 'like')",285,"('didnt', 'much', 'flavor')",48.0
123,"('happy',)",2285.0,"('great', 'place')",282,"('giving', 'three', 'stars')",48.0
124,"('hibachi',)",2257.0,"('like', 'sushi')",280,"('yum', 'yum', 'sauce')",48.0
125,"('asked',)",2255.0,"('ordered', 'sushi')",279,"('good', 'nothing', 'special')",48.0
126,"('prices',)",2250.0,"('5', 'stars')",279,"('didnt', 'feel', 'like')",48.0
127,"('tried',)",2240.0,"('several', 'times')",279,"('sushi', 'just', 'okay')",47.0
128,"('japanese',)",2239.0,"('get', 'food')",278,"('much', 'better', 'sushi')",47.0
129,"('delicious',)",2213.0,"('special', 'rolls')",274,"('wont', 'coming', 'back')",47.0
130,"('many',)",2195.0,"('rainbow', 'roll')",274,"('sushi', 'places', 'town')",46.0
131,"('drinks',)",2184.0,"('try', 'place')",274,"('fried', 'ice', 'cream')",46.0
132,"('different',)",2177.0,"('lunch', 'specials')",273,"('will', 'give', 'another')",46.0
133,"('crab',)",2161.0,"('will', 'go')",272,"('overall', 'good', 'experience')",46.0
134,"('see',)",2143.0,"('like', 'place')",270,"('took', '20', 'minutes')",46.0
135,"('side',)",2138.0,"('didnt', 'like')",267,"('didnt', 'taste', 'like')",46.0
136,"('right',)",2115.0,"('sushi', 'rice')",266,"('back', 'give', 'another')",46.0
137,"('everything',)",2106.0,"('spicy', 'mayo')",265,"('really', 'looking', 'forward')",46.0
138,"('youre',)",2078.0,"('sushi', 'menu')",265,"('back', 'anytime', 'soon')",46.0
139,"('new',)",2067.0,"('sushi', 'great')",264,"('food', 'just', 'okay')",46.0
140,"('hot',)",2056.0,"('craving', 'sushi')",263,"('two', 'sushi', 'rolls')",46.0
141,"('next',)",2043.0,"('quality', 'fish')",261,"('excited', 'try', 'place')",46.0
142,"('long',)",2039.0,"('another', 'try')",259,"('im', 'big', 'fan')",46.0
143,"('last',)",2032.0,"('didnt', 'taste')",259,"('great', 'place', 'go')",46.0
144,"('sashimi',)",2001.0,"('will', 'back')",258,"('ill', 'come', 'back')",46.0
145,"('miso',)",2000.0,"('also', 'got')",257,"('can', 'eat', 'menu')",46.0
146,"('tasty',)",1992.0,"('tempura', 'roll')",257,"('took', 'forever', 'get')",46.0
147,"('id',)",1989.0,"('japanese', 'restaurant')",257,"('reason', 'im', 'giving')",45.0
148,"('thing',)",1974.0,"('love', 'sushi')",256,"('fried', 'rice', 'good')",45.0
149,"('atmosphere',)",1954.0,"('everything', 'else')",256,"('grocery', 'store', 'sushi')",45.0
150,"('enough',)",1936.0,"('two', 'rolls')",253,"('food', 'always', 'good')",45.0
151,"('dishes',)",1894.0,"('try', 'sushi')",249,"('good', 'place', 'go')",45.0
152,"('4',)",1882.0,"('spicy', 'salmon')",249,"('wanted', 'love', 'place')",44.0
153,"('seemed',)",1878.0,"('place', 'good')",248,"('went', 'last', 'night')",44.0
154,"('wanted',)",1869.0,"('really', 'like')",248,"('go', 'happy', 'hour')",44.0
155,"('dish',)",1866.0,"('didnt', 'even')",247,"('long', 'time', 'get')",44.0
156,"('thats',)",1846.0,"('sweet', 'potato')",247,"('might', 'go', 'back')",43.0
157,"('pieces',)",1844.0,"('dining', 'room')",246,"('new', 'sushi', 'place')",43.0
158,"('now',)",1842.0,"('good', 'nothing')",246,"('food', 'came', 'quickly')",43.0
159,"('worth',)",1831.0,"('right', 'away')",245,"('every', 'time', 'ive')",43.0
160,"('quite',)",1809.0,"('service', 'food')",245,"('go', 'back', 'sushi')",43.0
161,"('kind',)",1786.0,"('salmon', 'roll')",245,"('maybe', 'next', 'time')",42.0
162,"('tables',)",1778.0,"('probably', 'wont')",243,"('im', 'huge', 'fan')",42.0
163,"('5',)",1761.0,"('sushi', 'fresh')",243,"('never', 'came', 'back')",42.0
164,"('cant',)",1745.0,"('will', 'say')",242,"('rock', 'n', 'roll')",42.0
165,"('chef',)",1744.0,"('dont', 'want')",239,"('egg', 'drop', 'soup')",42.0
166,"('big',)",1739.0,"('sushi', 'ok')",238,"('probably', 'wont', 'go')",42.0
167,"('thought',)",1732.0,"('pretty', 'decent')",237,"('really', 'wanted', 'love')",41.0
168,"('feel',)",1704.0,"('just', 'didnt')",237,"('reason', '3', 'stars')",41.0
169,"('busy',)",1701.0,"('chicken', 'teriyaki')",237,"('just', 'make', 'sure')",41.0
170,"('ill',)",1698.0,"('good', 'quality')",233,"('go', 'back', 'just')",41.0
171,"('find',)",1688.0,"('place', 'just')",233,"('want', 'come', 'back')",41.0
172,"('things',)",1679.0,"('strip', 'mall')",232,"('salmon', 'avocado', 'roll')",41.0
173,"('restaurants',)",1673.0,"('ayce', 'sushi')",231,"('first', 'time', 'came')",41.0
174,"('used',)",1670.0,"('gave', 'us')",231,"('happy', 'hour', 'sushi')",41.0
175,"('favorite',)",1669.0,"('didnt', 'really')",231,"('mochi', 'ice', 'cream')",41.0
176,"('drink',)",1664.0,"('good', 'enough')",229,"('wasnt', 'blown', 'away')",41.0
177,"('sweet',)",1650.0,"('told', 'us')",229,"('roll', 'miso', 'soup')",41.0
178,"('three',)",1645.0,"('best', 'ive')",229,"('give', '4', 'stars')",41.0
179,"('friends',)",1633.0,"('order', 'sushi')",228,"('may', 'go', 'back')",40.0
180,"('location',)",1623.0,"('didnt', 'seem')",228,"('wasnt', 'bad', 'just')",40.0
181,"('noodles',)",1621.0,"('portion', 'size')",226,"('3', 'roll', 'special')",40.0
182,"('looking',)",1610.0,"('crab', 'rangoon')",224,"('might', 'come', 'back')",40.0
183,"('actually',)",1598.0,"('sushi', 'spot')",224,"('place', 'another', 'try')",40.0
184,"('slow',)",1597.0,"('nice', 'place')",222,"('wasnt', 'anything', 'special')",40.0
185,"('friend',)",1596.0,"('dragon', 'roll')",221,"('sushi', 'good', 'great')",40.0
186,"('chinese',)",1589.0,"('take', 'order')",220,"('half', 'price', 'sushi')",40.0
187,"('anything',)",1585.0,"('service', 'friendly')",219,"('sweet', 'potato', 'fries')",39.0
188,"('options',)",1581.0,"('wasnt', 'good')",219,"('let', 'us', 'know')",39.0
189,"('day',)",1569.0,"('time', 'went')",219,"('another', '10', 'minutes')",39.0
190,"('disappointed',)",1569.0,"('really', 'enjoyed')",218,"('come', 'back', 'sushi')",39.0
191,"('large',)",1552.0,"('didnt', 'want')",218,"('wasnt', 'bad', 'wasnt')",39.0
192,"('super',)",1551.0,"('looks', 'like')",217,"('shrimp', 'pad', 'thai')",39.0
193,"('items',)",1528.0,"('will', 'definitely')",217,"('nothing', 'really', 'stood')",39.0
194,"('check',)",1509.0,"('decided', 'try')",217,"('ive', 'ever', 'seen')",39.0
195,"('high',)",1507.0,"('deep', 'fried')",216,"('pretty', 'good', 'nothing')",39.0
196,"('recommend',)",1497.0,"('dining', 'experience')",216,"('roll', 'california', 'roll')",39.0
197,"('nigiri',)",1497.0,"('sushi', 'sashimi')",216,"('ive', 'never', 'seen')",39.0
198,"('felt',)",1495.0,"('one', 'thing')",215,"('sushi', 'places', 'area')",39.0
199,"('isnt',)",1485.0,"('good', 'though')",215,"('wont', 'come', 'back')",39.0
200,"('eating',)",1485.0,"('love', 'place')",215,"('place', 'first', 'time')",38.0
201,"('cooked',)",1471.0,"('went', 'lunch')",214,"('rolls', 'spicy', 'tuna')",38.0
202,"('ask',)",1460.0,"('food', 'okay')",213,"('ordered', 'shrimp', 'tempura')",38.0
203,"('bowl',)",1454.0,"('much', 'rice')",213,"('roll', 'really', 'good')",38.0
204,"('water',)",1448.0,"('sushi', 'joint')",212,"('food', 'still', 'good')",38.0
205,"('away',)",1440.0,"('overall', 'good')",211,"('ordered', 'two', 'rolls')",38.0
206,"('seated',)",1439.0,"('wasnt', 'great')",210,"('pretty', 'good', 'food')",37.0
207,"('review',)",1439.0,"('also', 'good')",210,"('place', 'pretty', 'good')",37.0
208,"('decided',)",1438.0,"('will', 'probably')",209,"('fish', 'tasted', 'fresh')",37.0
209,"('half',)",1438.0,"('really', 'liked')",208,"('place', 'just', 'ok')",37.0
210,"('left',)",1430.0,"('good', 'price')",208,"('decent', 'sushi', 'place')",37.0
211,"('usually',)",1425.0,"('write', 'home')",208,"('pad', 'thai', 'good')",37.0
212,"('served',)",1417.0,"('just', 'average')",207,"('pineapple', 'fried', 'rice')",37.0
213,"('spot',)",1408.0,"('still', 'good')",206,"('get', 'moneys', 'worth')",37.0
214,"('fine',)",1397.0,"('pork', 'belly')",206,"('tasted', 'pretty', 'good')",37.0
215,"('buffet',)",1395.0,"('tuna', 'salmon')",205,"('go', 'back', 'food')",36.0
216,"('top',)",1394.0,"('good', 'deal')",205,"('pork', 'fried', 'rice')",36.0
217,"('ever',)",1389.0,"('id', 'say')",204,"('went', 'first', 'time')",36.0
218,"('waiter',)",1384.0,"('spider', 'roll')",204,"('sushi', 'restaurants', 'area')",36.0
219,"('beef',)",1379.0,"('fresh', 'fish')",204,"('decided', 'try', 'place')",36.0
220,"('told',)",1379.0,"('go', 'way')",203,"('back', 'next', 'time')",36.0
221,"('couple',)",1378.0,"('place', 'sushi')",203,"('give', '35', 'stars')",36.0
222,"('full',)",1370.0,"('just', 'wasnt')",203,"('want', 'go', 'back')",35.0
223,"('every',)",1366.0,"('quite', 'good')",203,"('food', 'wasnt', 'bad')",35.0
224,"('else',)",1365.0,"('wont', 'back')",203,"('just', 'right', 'amount')",35.0
225,"('10',)",1362.0,"('favorite', 'sushi')",202,"('go', 'back', 'will')",35.0
226,"('amazing',)",1358.0,"('ginger', 'dressing')",201,"('roll', 'spider', 'roll')",35.0
227,"('visit',)",1356.0,"('sushi', 'ive')",201,"('ive', 'better', 'sushi')",35.0
228,"('inside',)",1355.0,"('service', 'pretty')",200,"('ice', 'cream', 'dessert')",35.0
229,"('hard',)",1342.0,"('minutes', 'later')",200,"('roll', 'rainbow', 'roll')",35.0
230,"('put',)",1328.0,"('volcano', 'roll')",199,"('every', 'single', 'time')",35.0
231,"('looked',)",1324.0,"('3', 'rolls')",199,"('overall', 'food', 'good')",35.0
232,"('wouldnt',)",1324.0,"('go', 'sushi')",197,"('salmon', 'skin', 'roll')",35.0
233,"('pork',)",1320.0,"('im', 'going')",197,"('every', 'time', 'go')",35.0
234,"('enjoyed',)",1318.0,"('eel', 'sauce')",196,"('pretty', 'good', 'though')",34.0
235,"('need',)",1311.0,"('taste', 'like')",196,"('rice', 'fish', 'ratio')",34.0
236,"('dining',)",1304.0,"('couple', 'times')",195,"('ill', 'give', 'another')",34.0
237,"('almost',)",1302.0,"('parking', 'lot')",195,"('went', 'happy', 'hour')",34.0
238,"('getting',)",1301.0,"('ive', 'better')",194,"('teriyaki', 'bento', 'box')",34.0
239,"('appetizer',)",1296.0,"('place', 'pretty')",194,"('20', 'minutes', 'get')",34.0
240,"('clean',)",1296.0,"('food', 'really')",193,"('best', 'sushi', 'town')",34.0
241,"('either',)",1290.0,"('decided', 'give')",192,"('get', 'can', 'eat')",34.0
242,"('sat',)",1287.0,"('good', 'just')",192,"('las', 'vegas', 'roll')",34.0
243,"('selection',)",1278.0,"('way', 'much')",192,"('im', 'giving', 'three')",34.0
244,"('star',)",1271.0,"('one', 'time')",192,"('sushi', 'wasnt', 'bad')",33.0
245,"('quick',)",1263.0,"('will', 'try')",192,"('try', 'next', 'time')",33.0
246,"('found',)",1249.0,"('wouldnt', 'go')",192,"('give', 'three', 'stars')",33.0
247,"('orders',)",1244.0,"('sushi', 'really')",192,"('sitting', 'sushi', 'bar')",33.0
248,"('wont',)",1231.0,"('35', 'stars')",190,"('didnt', 'taste', 'good')",33.0
249,"('less',)",1222.0,"('just', 'good')",190,"('service', 'good', 'sushi')",33.0
250,"('cream',)",1214.0,"('food', 'sushi')",188,"('really', 'good', 'service')",33.0
251,"('liked',)",1213.0,"('bar', 'area')",188,"('sushi', 'places', 'around')",33.0
252,"('especially',)",1209.0,"('sushi', 'decent')",188,"('pretty', 'darn', 'good')",33.0
253,"('1',)",1208.0,"('reasonably', 'priced')",188,"('also', 'pretty', 'good')",33.0
254,"('reviews',)",1199.0,"('sat', 'bar')",188,"('will', 'definitely', 'go')",33.0
255,"('least',)",1196.0,"('ive', 'eaten')",187,"('im', 'sure', 'ill')",33.0
256,"('meat',)",1191.0,"('avocado', 'roll')",187,"('first', 'time', 'ordered')",33.0
257,"('tea',)",1181.0,"('really', 'wanted')",187,"('dinner', 'last', 'night')",33.0
258,"('although',)",1181.0,"('hand', 'roll')",187,"('service', 'hit', 'miss')",33.0
259,"('attentive',)",1179.0,"('ok', 'nothing')",186,"('didnt', 'seem', 'fresh')",32.0
260,"('may',)",1165.0,"('maybe', 'just')",185,"('last', 'two', 'times')",32.0
261,"('seems',)",1153.0,"('white', 'rice')",184,"('2', 'sushi', 'rolls')",32.0
262,"('enjoy',)",1152.0,"('half', 'price')",183,"('im', 'sure', 'will')",32.0
263,"('avocado',)",1148.0,"('best', 'part')",183,"('quick', 'sushi', 'fix')",32.0
264,"('instead',)",1143.0,"('place', 'great')",183,"('id', 'rather', 'go')",32.0
265,"('deal',)",1141.0,"('always', 'good')",183,"('pretty', 'good', 'deal')",32.0
266,"('asian',)",1140.0,"('menu', 'items')",183,"('actually', 'really', 'good')",32.0
267,"('coming',)",1135.0,"('good', 'thing')",182,"('okay', 'nothing', 'special')",32.0
268,"('sit',)",1131.0,"('give', 'try')",182,"('place', 'get', 'sushi')",32.0
269,"('bland',)",1131.0,"('many', 'times')",182,"('tuna', 'spicy', 'salmon')",32.0
270,"('portion',)",1131.0,"('id', 'go')",182,"('try', 'something', 'new')",32.0
271,"('expensive',)",1127.0,"('im', 'giving')",181,"('rolls', 'miso', 'soup')",32.0
272,"('plate',)",1118.0,"('average', 'sushi')",180,"('back', 'try', 'something')",32.0
273,"('trying',)",1117.0,"('service', 'ok')",180,"('crunchy', 'shrimp', 'roll')",32.0
274,"('end',)",1114.0,"('years', 'ago')",178,"('took', '10', 'minutes')",32.0
275,"('appetizers',)",1113.0,"('dont', 'expect')",178,"('pretty', 'good', 'also')",32.0
276,"('decor',)",1113.0,"('2', 'rolls')",177,"('come', 'back', 'food')",32.0
277,"('gave',)",1101.0,"('sushi', 'sushi')",177,"('good', 'service', 'great')",32.0
278,"('party',)",1101.0,"('wanted', 'try')",177,"('go', 'back', 'give')",32.0
279,"('huge',)",1092.0,"('ordered', 'chicken')",176,"('got', 'spicy', 'tuna')",32.0
280,"('might',)",1076.0,"('took', 'forever')",176,"('prices', 'little', 'high')",32.0
281,"('room',)",1074.0,"('late', 'night')",176,"('try', 'something', 'different')",31.0
282,"('work',)",1069.0,"('worth', 'price')",176,"('sushi', 'good', 'price')",31.0
283,"('expect',)",1065.0,"('teriyaki', 'chicken')",176,"('food', 'good', 'sushi')",31.0
284,"('brought',)",1064.0,"('nothing', 'really')",176,"('sushi', 'next', 'time')",31.0
285,"('second',)",1053.0,"('tempura', 'shrimp')",175,"('good', 'customer', 'service')",31.0
286,"('ordering',)",1051.0,"('bad', 'just')",175,"('roll', 'lunch', 'special')",31.0
287,"('part',)",1049.0,"('dining', 'area')",174,"('miso', 'soup', 'edamame')",31.0
288,"('20',)",1049.0,"('food', 'quality')",174,"('took', 'drink', 'order')",31.0
289,"('outside',)",1047.0,"('ive', 'tried')",173,"('can', 'eat', 'lunch')",31.0
290,"('without',)",1047.0,"('didnt', 'know')",173,"('probably', 'wouldnt', 'go')",31.0
291,"('cold',)",1047.0,"('brown', 'rice')",173,"('best', 'part', 'meal')",31.0
292,"('excellent',)",1047.0,"('asian', 'food')",172,"('just', 'tasted', 'like')",31.0
293,"('doesnt',)",1047.0,"('will', 'return')",172,"('will', 'definitely', 'back')",31.0
294,"('husband',)",1046.0,"('date', 'night')",172,"('take', 'drink', 'order')",31.0
295,"('amount',)",1044.0,"('tasted', 'good')",171,"('first', 'thing', 'noticed')",31.0
296,"('variety',)",1042.0,"('3', 'star')",171,"('best', 'sushi', 'ever')",31.0
297,"('portions',)",1034.0,"('tasted', 'fresh')",170,"('keep', 'going', 'back')",31.0
298,"('extra',)",1033.0,"('somewhere', 'else')",170,"('long', 'time', 'come')",31.0
299,"('home',)",1026.0,"('something', 'else')",170,"('dont', 'think', 'worth')",30.0
300,"('far',)",1023.0,"('rolls', 'pretty')",170,"('will', 'going', 'back')",30.0
301,"('comes',)",1020.0,"('wasnt', 'impressed')",169,"('good', 'miso', 'soup')",30.0
302,"('servers',)",1015.0,"('just', 'dont')",169,"('ive', 'couple', 'times')",30.0
303,"('group',)",1015.0,"('good', 'experience')",169,"('shrimp', 'tempura', 'rolls')",30.0
304,"('use',)",1008.0,"('taste', 'good')",169,"('within', 'walking', 'distance')",30.0
